*** 5/4/2021 12:31:24 PM VAdvantage Log  ***
12:31:24.312    (INFO)     MSession.Logout: 03:06:04.531
12:31:29.312    (INFO)     MRole.Get: AD_Role_ID=0, AD_User_ID=100, reload=True
12:31:29.312    (INFO)     MRole.Get: MRole[0,System Administrator,UserLevel=S  ,AD_Client_ID=0,AD_Org_ID=0]
12:31:29.312    (INFO)     MTree.Load: AD_Tree_ID=121, AD_User_ID=100, Editable=False, OnClient=True
12:31:29.312    (INFO)     Trx.Start: **** ConnSH637557282892495876System.Random
12:31:29.312    (INFO)     Trx.Commit: **C** ConnSH637557282892495876System.Random
----------->     (WARNING)  AccessSqlParser.GetTableInfo: More than one FROM clause - SELECT AppointmentsInfo.Appointmentsinfo_id AS ID,AppointmentsInfo.AD_Client_ID,AppointmentsInfo.AD_Org_ID  FROM AppointmentsInfo JOIN AD_User ON AD_User.AD_User_ID =AppointmentsInfo.CreatedBy WHERE AppointmentsInfo.IsRead='N' AND AppointmentsInfo.istask ='N'  AND AppointmentsInfo.AD_User_ID  = 100  UNION SELECT AppointmentsInfo.Appointmentsinfo_id AS ID, AppointmentsInfo.AD_Client_ID,AppointmentsInfo.AD_Org_ID FROM AppointmentsInfo  JOIN AD_User ON AD_User.AD_User_ID = AppointmentsInfo.CreatedBy  WHERE (AppointmentsInfo.IsRead ='Y'   AND AppointmentsInfo.AD_User_ID = 100 )  AND AppointmentsInfo.istask ='N'  AND AppointmentsInfo.startDate BETWEEN to_date('5/03/21','mm/dd/yy') and to_date('5/11/21 23.59','mm/dd/yy HH24:MI')   OR  to_date('5/04/21','mm/dd/yy')  BETWEEN  AppointmentsInfo.startDate  AND AppointmentsInfo.endDate  AND  AppointmentsInfo.CreatedBy  !=100 AND AppointmentsInfo.AD_User_ID  = 100)
----------->     (WARNING)  AccessSqlParser.GetTableInfo: Could not remove ON AppointmentsInfo JOIN AD_User ON AD_User.AD_User_ID =AppointmentsInfo.CreatedBy
12:31:33.313    (INFO)     AEnv.GetMWindowVO: Cached=
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
===========>     (SEVERE)   OracleHelper.ExecuteDataset: ORA-00942: table or view does not exist [Query D] => SELECT vadms_windowdoclink_id, record_id FROM VADMS_WindowDocLink wdl JOIN vadms_document doc ON wdl.VADMS_Document_ID  =doc.VADMS_Document_ID WHERE doc.vadms_docstatus!='DD' AND AD_Table_ID =100
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
===========>     (SEVERE)   OracleHelper.ExecuteDataset: ORA-00942: table or view does not exist [Query D] => SELECT vadms_windowdoclink_id, record_id FROM VADMS_WindowDocLink wdl JOIN vadms_document doc ON wdl.VADMS_Document_ID  =doc.VADMS_Document_ID WHERE doc.vadms_docstatus!='DD' AND AD_Table_ID =101
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Created'
----------->     (WARNING)  GridTable.GetField: Not found: 'CreatedBy'
----------->     (WARNING)  GridTable.GetField: Not found: 'Updated'
----------->     (WARNING)  GridTable.GetField: Not found: 'UpdatedBy'
12:31:33.313    (INFO)     Trx.Start: **** ConnSH637557282932224540System.Random
12:31:33.313    (INFO)     Trx.Commit: **C** ConnSH637557282932224540System.Random
12:31:33.313    (INFO)     Trx.Start: **** ConnSH637557282935581868System.Random
12:31:33.313    (INFO)     Trx.Commit: **C** ConnSH637557282935581868System.Random
12:31:37.313    (INFO)     Trx.Start: **** ConnSH637557282979322310System.Random
